#OTU ID	magic.0040.S71.R1.001	magic.0112.S49.R1.001	magic.0134.S97.R1.001	magic.0317.S53.R1.001	magic.0020.S23.R1.001	magic.0402.S78.R1.001	magic.0232.S75.R1.001	magic.0315.S29.R1.001	magic.0435.S43.R1.001	magic.0018.S106.R1.001	magic.0124.S61.R1.001	magic.0150.S50.R1.001	magic.0532.S92.R1.001	magic.0030.S59.R1.001	magic.0079.S84.R1.001	magic.0013.S58.R1.001	magic.0132.S85.R1.001	magic.0316.S41.R1.001	magic.0374.S54.R1.001	magic.0001.S22.R1.001	magic.0243.S99.R1.001	magic.0173.S98.R1.001	magic.0542.S57.R1.001	magic.0146.S109.R1.001	magic.0100.S96.R1.001	magic.0537.S104.R1.001	magic.0156.S62.R1.001	magic.0244.S111.R1.001	magic.0456.S79.R1.001	magic.0339.S30.R1.001	magic.0053.S24.R1.001	magic.0367.S42.R1.001	magic.0016.S82.R1.001	magic.0164.S74.R1.001	magic.0231.S63.R1.001	magic.0551.S105.R1.001	magic.0048.S83.R1.001	magic.0331.S77.R1.001	magic.0440.S55.R1.001	magic.0004.S34.R1.001	magic.0531.S80.R1.001	magic.0179.S110.R1.001	magic.0526.S56.R1.001	magic.0539.S33.R1.001	magic.0075.S60.R1.001	magic.0149.S38.R1.001	magic.0242.S87.R1.001	magic.0514.S44.R1.001	magic.0246.S28.R1.001	magic.0017.S94.R1.001	magic.0078.S72.R1.001	magic.0011.S46.R1.001	magic.0109.S25.R1.001	magic.0131.S73.R1.001	magic.0552.S117.R1.001	magic.0465.S91.R1.001	magic.0015.S70.R1.001	magic.0527.S68.R1.001	magic.0021.S35.R1.001	magic.0063.S48.R1.001	magic.0396.S66.R1.001	magic.0337.S113.R1.001	magic.0471.S103.R1.001	magic.0428.S102.R1.001	magic.0547.S81.R1.001	magic.0287.S76.R1.001	magic.0272.S52.R1.001	magic.0148.S26.R1.001	magic.0110.S37.R1.001	magic.0050.S95.R1.001	magic.0307.S112.R1.001	magic.0170.S86.R1.001	magic.0268.S40.R1.001	magic.0417.S90.R1.001	magic.0300.S100.R1.001	magic.0538.S116.R1.001	magic.0334.S89.R1.001	magic.0290.S88.R1.001	magic.0541.S45.R1.001	magic.0278.S64.R1.001	magic.0335.S101.R1.001	magic.0059.S36.R1.001	magic.0549.S93.R1.001	magic.0217.S51.R1.001	magic.0543.S69.R1.001	magic.0322.S65.R1.001	magic.0433.S31.R1.001	magic.0429.S114.R1.001	magic.0473.S115.R1.001	magic.0189.S39.R1.001	magic.0028.S47.R1.001	magic.0101.S108.R1.001	magic.0185.S27.R1.001	magic.0484.S32.R1.001	Postive.Control.S107.R1.001	Blank.S67.R1.001
NZ_KE136481.1_Enterococcus_malodoratus_ATCC_43197_acOtv-supercont2.1-_whole_genome_shotgun_sequence	0	1	16	199	226	4	0	0	0	29	2	22	5	25	0	325	4	42	64	375	2	0	8	222	0	3	4	0	50	23	5	189	110	0	137	1	11	6	0	323	150	9	5	2	8	0	3	35	6	7	23	8	2	4	32	7	432	224	0	200	184	1	70	2	0	2	0	0	4	15	0	1	1	5	8	6	0	4	0	29	357	4	132	0	7	1	0	0	0	4	2	0	0	0	0	0
NZ_KE136354.1_Enterococcus_dispar_ATCC_51266_acpMG-supercont1.1-_whole_genome_shotgun_sequence	1	0	0	265	1	0	0	0	0	2	0	0	1	0	0	3	2	0	0	3	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	2	2	1	1	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	48	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KE136347.1_Enterococcus_columbae_DSM_7374_=_ATCC_51263_acpMI-supercont1.1-_whole_genome_shotgun_sequence	0	0	1	43	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KE136479.1_Enterococcus_haemoperoxidus_ATCC_BAA-382_acOSg-supercont2.1-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KE136522.1_Enterococcus_saccharolyticus_subsp._saccharolyticus_ATCC_43076_acyDA-supercont2.1-_whole_genome_shotgun_sequence	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	41	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KE150446.1_Corynebacterium_pyruviciproducens_ATCC_BAA-1742_acArw-supercont1.1-_whole_genome_shotgun_sequence	0	0	0	0	5	0	0	0	0	12	0	0	0	1	0	5	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	6	88	0	0	0	2	2	0	1	0	0	0	0	0	0	0	5	0	1	0	0	1	0	0	0	0	42	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0
NZ_KE148312.1_Oribacterium_parvum_ACB1_acqcx-supercont2.1-_whole_genome_shotgun_sequence	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KE150242.1_Capnocytophaga_granulosa_ATCC_51502_acFDk-supercont1.1-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KE387152.1_Eisenibacter_elegans_DSM_3317_G499DRAFT_scaffold00001.1-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KE386795.1_Veillonella_magna_DSM_19857_G344DRAFT_scaffold00001.1-_whole_genome_shotgun_sequence	0	0	8	3	1	0	44	0	45	0	0	0	31	1	0	10	23	4	11	0	0	0	0	0	0	0	13	0	1	32	0	2	0	3	0	67	0	34	0	0	51	8	2	0	0	2	0	19	0	1	0	0	0	0	32	0	0	11	5	2	0	7	1	1	0	0	0	0	0	0	0	7	0	2	1	0	0	4	6	0	23	0	0	40	1	0	0	0	8	0	0	0	0	0	0	0
NZ_KE332518.1_Treponema_maltophilum_ATCC_51939_aczIZ-supercont-complete-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0
NZ_KE159646.1_Enterorhabdus_caecimuris_B7_acPFx-supercont1.1-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	8	6	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KE332517.1_Treponema_medium_ATCC_700293_acAqN-supercont-complete-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KE384533.1_Nocardioides_alkalitolerans_DSM_16699_K329DRAFT_scaffold00001.1-_whole_genome_shotgun_sequence	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KE384018.1_Acidipropionibacterium_thoenii_DSM_20276_G554DRAFT_scaffold00001.1-_whole_genome_shotgun_sequence	54	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	1	0	0	6	1	2	0	0	0	0	0	0	0	0	0	0	0	5	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KE383895.1_Enterorhabdus_mucosicola_DSM_19490_G503DRAFT_scaffold00001.1-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NZ_KE383812.1_Chryseobacterium_palustre_DSM_21579_H562DRAFT_scaffold00001.1-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KE351595.1_Enterococcus_faecalis_13-SD-W-01_Scaffold1013-_whole_genome_shotgun_sequence	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KE384460.1_Jeotgalicoccus_marinus_DSM_19772_H624DRAFT_scaffold00001.1-_whole_genome_shotgun_sequence	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KE384020.1_Propionicicella_superfundia_DSM_22317_G555DRAFT_scaffold00001.1-_whole_genome_shotgun_sequence	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KE384027.1_Pseudoclavibacter_soli_DSM_23366_G557DRAFT_scaffold00001.1-_whole_genome_shotgun_sequence	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KE384473.1_Lactobacillus_psittaci_DSM_15354_H628DRAFT_scaffold00001.1-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KE386571.1_Sphingomonas_phyllosphaerae_FA2_SphspDRAFT_scaffold1.1-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NZ_KE386871.1_Actinomyces_gerencseriae_DSM_6844_G448DRAFT_scaffold00001.1-_whole_genome_shotgun_sequence	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KE386848.1_Actinomyces_suimastitidis_DSM_15538_G438DRAFT_scaffold00001.1-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KI260285.1_Ruminococcus_callidus_ATCC_27760_Scaffold0-_whole_genome_shotgun_sequence	0	10	0	0	1	0	5	0	4	0	0	0	0	1	0	0	0	3	13	0	13	0	0	0	0	0	0	0	1	2	4	0	0	0	0	0	0	0	0	0	4	0	0	0	7	0	0	3	0	0	0	0	0	0	8	0	2	437	0	24	0	0	0	0	1	0	220	0	2	0	0	0	0	0	0	0	0	1	0	1	36	7	0	0	0	0	0	1	0	2	1	0	0	0	0	0
NZ_KE392228.1_Terrisporobacter_glycolicus_ATCC_14880_=_DSM_1288_G483DRAFT_scaffold00001.1-_whole_genome_shotgun_sequence	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KE951832.1_Actinomyces_johnsonii_F0542_Scaffold0-_whole_genome_shotgun_sequence	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KQ947376.1_Erwinia_teleogrylli_strain_SCU-B244_scaffold1-_whole_genome_shotgun_sequence	0	1	438	1074	7	51	7	0	6	633	234	672	12	66	0	1	135	24	30	16	63	827	3243	30	1	45	373	0	11	48	2	0	2	21	541	611	514	54	2	10	5	38	20	42	0	265	4	10	9	9	579	2	18	570	14	400	341	191	2	5	349	0	0	1311	894	38	0	26	4	1	3	3	6	2	51	1	3	0	0	0	43	0	14	221	12	1	49	43	0	16	12	0	0	0	0	0
NZ_KQ033912.1_Parabacteroides_goldsteinii_DSM_19448_=_WAL_12034_strain_DSM_19448_aczIT-supercont1.1-_whole_genome_shotgun_sequence	0	0	0	0	4	0	219	16	104	0	3	0	4	18	78	12	0	123	88	295	8	0	0	3	5	118	0	47	0	242	1	21	88	32	0	0	0	2	1	142	93	0	4	75	13	1	27	8	3	127	0	214	0	0	115	100	0	1	477	380	0	13	214	0	1	53	17	28	0	314	719	7	6	4	0	0	14	0	172	77	0	6	872	0	6	5	0	0	0	11	18	0	0	0	0	0
NZ_KK211221.1_Franconibacter_pulveris_DSM_19144_Q370DRAFT_scaffold00001.1-_whole_genome_shotgun_sequence	0	0	3	105	47	1	1	0	0	7	1	2	1	0	0	0	142	1	10	1	202	1	1	69	0	3	14	1	41	16	0	1	0	11	1	1	2	12	0	0	2	21	0	0	1	9	5	1	3	0	3	0	0	4	1	1	2	0	5	4	4	0	0	76	62	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	4	0	0	0	15	0	0	0	0	0	0	0	0	0
NZ_KI440778.1_Coprobacter_fastidiosus_NSB1_scaffoldcontig1-_whole_genome_shotgun_sequence	1	0	0	0	35	20	136	55	119	0	97	0	300	33	24	37	0	0	38	0	25	0	0	5	110	121	2	6	0	126	79	38	0	11	0	0	0	1	1	1	52	0	438	20	419	0	150	40	7	139	0	29	0	0	24	207	0	5	55	100	0	23	17	0	0	15	4	28	111	55	15	108	0	0	0	0	1	0	58	3	0	37	10	0	2	2	0	0	30	0	4	0	0	0	0	0
NZ_KI391971.1_Granulicatella_elegans_ATCC_700633_supercont2.1-_whole_genome_shotgun_sequence	47	2	10	4	9	2	1	0	1	5	1	0	0	2	6	22	24	2	0	0	1	1	1	3	1	1	0	2	2	0	0	0	0	0	2	0	0	14	6	3	4	0	0	2	0	1	0	1	1	11	0	0	0	3	0	2	0	2	0	0	0	148	0	4	0	2	0	0	0	5	0	1	0	0	10	0	0	88	1	0	0	0	1	1	3	0	0	0	2	0	0	0	0	0	0	0
NZ_KI271788.1_Gemella_bergeriae_ATCC_700627_Scaffold0-_whole_genome_shotgun_sequence	1	0	5	1	0	0	0	0	0	2	0	0	0	0	0	8	25	0	0	0	2	0	3	1	0	0	5	1	1	0	1	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KI273145.1_Clostridium_intestinale_URNW_scaffold1-_whole_genome_shotgun_sequence	0	0	1	6	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	3	2	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	3	0	0	0	0	0	29	0	0	0	0	0	6	0	0	1	0	15	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KI392030.1_Oxalobacter_formigenes_HOxBLS_supercont2.1-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NZ_KI421448.1_Acetobacterium_dehalogenans_DSM_11527_A3KSDRAFT_scaffold_0.1-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KI535340.1_Abiotrophia_defectiva_ATCC_49176_Scfld0-_whole_genome_shotgun_sequence	26	0	17	0	46	0	0	0	4	2	0	0	0	0	0	1	26	1	0	0	0	0	1	0	0	0	5	0	0	0	1	0	1	0	0	0	5	0	0	0	0	14	0	3	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	2	0	0	0	1	1	0	0	0	1	0	0	8	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KI535270.1_Eubacterium_brachy_ATCC_33089_Scaffold0-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
NZ_KI518054.1_Cetobacterium_somerae_ATCC_BAA-474_Scaffold0-_whole_genome_shotgun_sequence	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	20	0	0	0	0	0	197	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KI530745.1_Acinetobacter_indicus_CIP_110367_adgTv-supercont2.1-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
NZ_KI530699.1_Acinetobacter_gyllenbergii_NIPH_230_adfcq-supercont1.1-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KI530573.1_Mucispirillum_schaedleri_ASF457_acYAd-supercont1.1-_whole_genome_shotgun_sequence	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KI530712.1_Acinetobacter_nectaris_CIP_110549_adgTG-supercont2.1-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KK069988.1_Brachybacterium_phenoliresistens_strain_W13A50_V9__scaffold_01-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KI535366.1_Catonella_morbi_ATCC_51271_Scfld0-_whole_genome_shotgun_sequence	0	2	0	0	0	0	8	0	15	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	7	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KI632513.1_Rhodopseudomonas_palustris_JSC-3b_Scaffold1-_whole_genome_shotgun_sequence	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KI912479.1_Shewanella_colwelliana_ATCC_39565_L876DRAFT_scaffold00001.1-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_KI928192.1_Aphanizomenon_flos-aquae_NIES-81_scaffold00001-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NZ_KI912598.1_Amycolatopsis_taiwanensis_DSM_45107_A3CUDRAFT_scaffold_0.1-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
